longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;<1H OCEAN;INLAND;NEAR BAY;NEAR OCEAN
0.6026307;-0.7487673;1.1078247;-0.5695288;-0.24026883;-0.2270124;-0.5967378;-0.5042331;1;0;0;0
1.1807151;-1.3332912;0.21391813;0.37770116;-0.00611364;-0.15657571;0.090998404;0.7082662;0;0;0;1
-0.44389743;-0.47969955;1.5954101;-0.5528539;-0.5604402;-0.65227395;-0.5756578;-0.47372127;0;0;0;1
-0.837592;1.4037676;-0.3549315;-0.735352;-0.8376035;-0.7191888;-0.7996331;0.3137171;0;1;0;0
-0.94224447;1.3480991;1.9204671;-0.8298434;-0.86866486;-0.96571726;-0.9129383;-0.3261404;0;1;0;0
-0.93227917;1.3527392;1.189089;-0.368503;-0.46964532;-0.58007634;-0.41228747;0.1646043;0;1;0;0
-0.110005796;-0.5632032;-0.3549315;0.06689856;-0.2450475;-0.30537322;-0.3095223;1.4006581;0;0;0;1
-1.1017153;0.7774919;-0.5987242;-0.29763445;-0.5819442;-0.46825808;-0.5203227;2.365487;1;0;0;0
0.93154156;-0.7394889;0.37644663;-0.48615408;-0.5915016;-0.08525855;-0.5124177;0.081494376;0;1;0;0
0.672399;-0.8137142;0.21391813;-0.9405466;-0.9140623;-0.512281;-0.8944933;-0.67268723;1;0;0;0
0.6375148;-0.75340563;0.21391813;-0.88079464;-0.56521887;-0.13280332;-0.5255927;-0.967083;1;0;0;0
0.79698575;-0.8276309;-1.573895;-0.58249825;-0.61300564;-0.78610367;-0.6125478;0.8961255;1;0;0;0
0.7421673;-0.7858791;0.6202393;-0.45465693;-0.56760824;-0.14512976;-0.49660763;0.19664823;1;0;0;0
-0.6631713;0.9955295;0.051389676;0.7464029;0.51237285;0.63319576;0.6548894;0.021619394;0;1;0;0
0.54282767;-0.762684;0.1326539;-0.26613733;0.1754761;0.001906859;0.17004855;-0.87931335;1;0;0;0
-0.67812115;1.6264435;-1.2488381;-0.1253266;-0.17097801;-0.2270124;-0.20675711;-0.008254176;0;1;0;0
0.6574492;-0.7673241;0.6202393;-0.7978831;-0.6536244;-0.34235248;-0.68896294;-1.5214688;1;0;0;0
1.1657615;-1.3240128;-0.3549315;0.31007499;-0.06584711;0.064419426;-0.04075182;1.446873;0;0;0;1
-0.9173294;1.3712941;-0.5987242;0.30497986;0.54343426;0.2748491;0.6285393;-0.7360091;0;1;0;0
1.1408465;-1.3518479;0.45771086;-0.75063735;-0.53176814;-0.8054738;-0.5097827;-0.91691065;0;0;0;1
0.63253033;-0.762684;1.6766744;-0.22306035;-0.12558056;0.08731136;-0.21466213;-1.1612617;1;0;0;0
-0.583434;0.7728536;0.1326539;-0.0979982;-0.15664198;-0.01218048;-0.18304208;-0.97078526;0;1;0;0
0.5976462;-0.68845874;0.6202393;-0.46021527;-0.38840783;-0.18122855;-0.3253323;-0.44454974;1;0;0;0
1.145831;-0.5400081;-1.7364235;-0.25779983;-0.46247733;-0.47970405;-0.5414027;1.506684;0;1;0;0
-0.110005796;0.5362593;-0.43619573;0.81356597;0.6772372;0.37786275;0.8024497;-0.1611971;0;1;0;0
-1.6249813;1.4965497;-1.4113666;-0.90858626;-0.9594597;-1.0167838;-1.0736736;-0.13904709;1;0;0;0
0.85180426;-0.9018562;0.29518238;-0.52830464;-0.46725598;0.4280489;-0.39911246;-0.07540606;1;0;0;0
0.6125998;-0.7441272;1.9204671;-0.5977836;-0.53893614;-0.6302625;-0.5466727;-0.12002503;1;0;0;0
-1.335939;1.0048078;0.5389751;-0.4578993;-0.2569942;-0.6584372;-0.1988521;-0.12577;0;0;1;0
0.76708615;-0.91113454;-1.0863096;0.29756877;-0.27371958;-0.14424929;-0.22256714;2.6274557;1;0;0;0
-1.3558735;1.0372813;1.6766744;-0.61075306;-0.71096855;-0.2270124;-0.68896294;-0.2144333;0;0;1;0
-0.8924105;1.3666558;0.7015036;-0.19017364;-0.3382317;-0.41543058;-0.35695237;0.1397735;0;1;0;0
0.5577813;-0.6977371;-0.51746;2.4208462;3.589841;1.6554084;3.7536547;-0.03327658;1;0;0;0
-1.1814528;0.94913757;-1.0863096;1.7932194;1.1742196;0.93431264;1.2451304;0.8585918;1;0;0;0
0.26375452;0.18832797;0.051389676;0.0099257985;0.29494303;0.43069026;0.3176088;-1.3276731;0;1;0;0
-1.2312866;1.1996485;1.9204671;-0.93545145;-0.9666278;-1.0405563;-1.0315136;-0.8101826;0;1;0;0
-1.4605259;0.981611;1.4328817;0.020579241;0.17069742;-0.0042563523;0.17268355;0.030300694;0;0;1;0
0.916588;-0.75340563;0.051389676;0.5676104;0.66529053;1.7117577;0.8235297;-0.3314384;0;1;0;0
-1.3409237;2.09963;0.5389751;-0.062332332;-0.15903132;-0.2014791;-0.140882;-1.038384;0;1;0;0
-0.34921026;1.2274837;-1.2488381;0.32211798;0.30211103;-1.0176643;-1.0552286;-0.37931284;0;1;0;0
0.67738354;-0.7394889;0.21391813;-0.70617086;-0.56282955;-0.19795728;-0.5888328;-0.980424;1;0;0;0
1.2454989;-1.4167949;-1.4926308;-0.42408618;-0.29044494;-0.37228808;-0.28053725;-0.9528483;0;0;0;1
-0.20469296;1.5197448;-0.27366728;-0.5848142;-0.49592805;-0.8098761;-0.733758;-1.1281964;0;1;0;0
0.916588;-0.73484886;0.37644663;-0.57971907;-0.64645636;-0.15129296;-0.63362783;-0.48699835;0;1;0;0
0.5826964;-0.6977371;0.5389751;-0.5778663;-0.60105896;-0.811637;-0.6204528;0.08704774;1;0;0;0
0.2039515;-0.66526365;-0.19240303;1.3165936;1.8097837;2.0049505;1.7405113;-0.5831941;0;0;0;1
-0.9522135;1.3527392;1.9204671;-0.046583768;0.5290982;-0.30097094;0.5547592;-1.3290136;0;1;0;0
-0.38907894;0.63831973;0.7015036;-0.5125561;-0.5819442;-0.49731323;-0.5861978;-0.47148713;0;1;0;0
1.2305491;-1.1662838;-1.898952;0.25819734;0.35706583;-0.021865526;0.22011364;-0.333545;1;0;0;0
-1.0219818;1.6078885;1.0265605;-0.5950045;-0.5413255;-0.49907413;-0.42282748;-1.2749474;0;1;0;0
1.0959933;-0.7858791;0.7827678;-0.66957855;-0.7038005;-0.4805845;-0.7838231;-1.4156982;0;1;0;0
1.145831;-0.7487673;0.45771086;-0.4162119;-0.33584237;-0.50523734;-0.3648574;-0.32460833;0;1;0;0
-1.1365995;1.8862327;-0.92378116;0.38140672;0.69635195;0.9211058;0.6865095;-1.7425848;0;1;0;0
1.3501513;-1.2265924;-0.92378116;-1.0192895;-1.1171561;-1.0317516;-1.1290087;0.62719893;1;0;0;0
-0.1249556;0.8841907;-1.2488381;-0.41157997;-0.46725598;-0.68661183;-0.67578787;-0.64294136;0;1;0;0
-1.2661709;1.0790331;-1.0050454;0.607445;0.4167993;0.31623062;0.47043908;0.93225473;0;0;1;0
-1.1465685;1.0836715;0.051389676;0.05161318;-0.22354345;0.045929793;-0.21729714;0.7563959;0;1;0;0
0.4082756;-0.651347;-0.3549315;-0.17025633;-0.38840783;-0.086139016;-0.3016173;1.1433489;1;0;0;0
-1.276136;0.94913757;1.2703532;-0.5468324;-0.56760824;-0.7165474;-0.5993728;-0.0581713;0;0;1;0
0.72223294;-0.84154934;0.7015036;-0.008138735;-0.19726072;-0.07909534;-0.043386824;0.44482914;1;0;0;0
-1.4754757;1.051198;1.1078247;-0.19943751;-0.41469055;-0.4717799;-0.39647746;1.8787639;0;0;1;0
-1.4655104;1.0836715;-0.92378116;-0.07066981;0.0010543758;-0.23405607;0.11998346;0.18043481;0;0;1;0
0.70728314;-0.8137142;0.7827678;-0.78769284;-0.78981674;-0.5835982;-0.76274306;-0.44997555;1;0;0;0
-1.6349466;1.4408811;-0.8425169;0.11784981;-0.05390041;-0.3485157;-0.24364717;0.6549661;1;0;0;0
0.3335228;-0.6327902;-1.2488381;1.384683;1.1407689;1.5541556;1.2477654;1.2276719;1;0;0;0
0.63253033;-0.7719624;1.9204671;-0.3976842;-0.27371958;-0.1909136;-0.29898226;-1.2649896;1;0;0;0
-1.081781;1.3434608;-0.8425169;0.62921506;1.4704976;0.7265244;1.7036211;-1.2406055;0;1;0;0
0.8468197;-0.8601043;-1.0863096;0.22253147;0.0010543758;-0.13632517;0.0883634;0.058195505;1;0;0;0
0.5577813;-0.68845874;0.45771086;-0.35136485;-0.22354345;-0.49467185;-0.21202712;0.011661538;1;0;0;0
0.62256503;-0.7719624;1.7579386;0.30034792;0.37618053;0.77230823;0.46780407;-1.097429;1;0;0;0
0.54282767;-0.65598524;0.6202393;-0.30134;-0.33584237;-0.33706975;-0.3226973;0.95280874;1;0;0;0
-0.21964276;1.5104663;-0.27366728;-0.39073628;-0.42663723;-0.6461108;-0.5782928;-0.63464314;0;1;0;0
-1.8193364;1.6171669;0.6202393;-0.6649466;-0.763534;-0.8089956;-0.77591807;-0.048149522;1;0;0;0
-1.360858;0.8841907;0.6202393;-0.09058712;-0.23787948;-0.2058814;-0.24891719;0.7165005;0;0;1;0
0.62256503;-0.8183525;0.5389751;0.27209315;0.34511915;0.40427652;0.40456396;-0.004296662;1;0;0;0
-0.68310565;-0.113213226;-0.8425169;0.37816438;0.35945517;-0.39870185;-0.11716696;0.06674897;0;0;0;1
-1.3259739;1.1254233;-0.19240303;0.83163047;1.1025395;0.9827379;1.2319554;-0.75432914;0;0;1;0
0.7571171;-0.6930988;1.3516175;-0.0308352;-0.19248205;-0.34059158;-0.15932703;0.8802312;0;1;0;0
0.68236804;-0.7905191;1.2703532;0.23735364;0.58166367;1.3525306;0.7339396;-0.30750126;1;0;0;0
0.5826964;-0.7719624;0.7015036;-0.49449155;-0.6631818;-0.59152234;-0.6283578;1.1328802;1;0;0;0
-1.4156765;0.9166641;0.051389676;-0.6473453;-0.63928837;-0.4418443;-0.6599779;0.4960869;0;0;0;1
0.22388583;0.2439965;-0.5987242;0.020116048;-0.17097801;-0.15657571;-0.23837717;-0.4817641;0;1;0;0
-1.191418;0.94913757;-1.8176877;2.5338655;1.2291744;1.7284864;1.4875509;2.2853134;1;0;0;0
0.93154156;-0.95752645;-1.0050454;-0.23602977;-0.11124454;-0.4805845;-0.27790225;-0.39776054;1;0;0;0
1.2554642;-1.2219541;-1.1675738;1.1943107;1.2315638;0.19032502;1.3004656;0.53030103;1;0;0;0
0.60761523;-0.8369093;-0.3549315;-0.21425968;-0.13035925;-0.3978214;-0.20939212;0.45746812;1;0;0;0
0.5478122;-0.762684;0.5389751;0.21095164;0.569717;0.70451295;0.6179993;-1.0179576;1;0;0;0
-0.8226422;1.413046;-0.43619573;-0.35136485;-0.6273417;-0.53253156;-0.5835628;0.51083213;0;1;0;0
0.6873488;-0.8369093;1.4328817;-0.36016554;-0.2331008;-0.19619635;-0.12243697;-0.14791985;1;0;0;0
0.6175805;-0.73021054;0.6202393;-0.9021015;-0.83521414;-0.886476;-0.9471934;0.016640542;1;0;0;0
0.6375148;-0.7580457;-0.51746;0.32952908;1.6712021;0.8436254;1.4901859;-1.8651432;1;0;0;0
-1.4854448;1.2785121;-0.3549315;-0.17674105;-0.29761297;-0.4656167;-0.34904736;0.39567828;1;0;0;0
0.34349185;-0.6930988;-1.0863096;0.76817304;-0.24026883;0.24491347;0.45199403;0.9154029;1;0;0;0
-0.70802075;0.9259425;0.1326539;-0.409264;-0.33584237;-0.44800752;-0.2568222;-1.1082807;0;1;0;0
0.4331945;-0.64206856;-0.27366728;-0.10401972;-0.10646586;-0.19619635;-0.15405703;0.66326433;1;0;0;0
0.59266543;-0.7487673;0.9452963;-0.11559954;0.14919338;-0.25518706;0.17268355;-0.27526584;1;0;0;0
-1.1964025;0.9862511;-0.92378116;1.4296128;0.6891839;0.60590154;0.7260346;1.8791469;1;0;0;0
0.6125998;-0.77660066;0.45771086;-1.0211422;-0.9642384;-1.0326321;-0.9919884;-1.2729686;1;0;0;0
-1.4156765;0.9073857;1.6766744;-0.5269151;-0.5580509;-0.6927751;-0.6283578;0.37071964;0;0;0;1
-1.4156765;0.9908894;1.9204671;-0.3407114;0.50759417;1.3507696;0.5600292;-1.1743474;0;0;1;0
-1.2263021;0.87491226;-0.19240303;0.22484744;-0.008502979;0.15334576;-0.038116816;0.7931634;0;0;1;0
-0.9621788;1.3341824;1.9204671;-0.6746737;-0.9618491;-0.9586736;-0.9471934;2.9801948;0;1;0;0
-1.2512211;0.9073857;-0.1111388;-0.35923916;-0.5413255;-0.35820076;-0.4860676;1.257992;0;0;1;0
-0.24455783;1.6171669;-0.51746;-0.17998339;-0.39079717;-1.1664618;-1.2001538;-1.5817904;0;1;0;0
0.63253033;-0.73484886;0.6202393;-0.6139954;-0.0777938;0.06970218;-0.12507197;-0.95278454;1;0;0;0
0.8219046;-0.93896973;-0.27366728;-0.17488827;0.10618528;-0.38549498;0.048838336;-0.34388575;1;0;0;0
-0.837592;1.0975882;0.051389676;-0.063258715;-0.4983174;-0.49643275;-0.4807976;1.9094036;0;1;0;0
1.145831;-0.70701545;0.5389751;-0.5023658;-0.6655711;-0.673405;-0.6652479;0.49423566;0;1;0;0
-0.11997107;0.5177026;0.7015036;-0.2948553;-0.40991187;-0.55190164;-0.42809752;-0.02823381;0;1;0;0
0.59266543;-0.68845874;-0.3549315;-0.28651783;0.27582833;0.7291658;0.2016686;-0.7596273;1;0;0;0
1.2454989;-1.1755623;-0.92378116;1.952558;2.6197696;2.7322094;2.5731728;-0.6728149;1;0;0;0
-1.3459044;0.9584159;0.051389676;1.4745425;2.015267;1.364857;2.146302;-0.2555416;0;0;1;0
-1.2711554;1.0790331;0.37644663;-0.4361292;-0.6177843;-0.6003269;-0.6230878;0.6420081;0;0;1;0
0.6524646;-0.7394889;-0.029874563;-0.936841;-0.8399928;-0.6601981;-0.77855307;-0.66655934;1;0;0;0
0.8019703;-0.80443585;0.051389676;-0.1322745;-0.032396365;-0.13016196;0.009313269;0.06815337;1;0;0;0
1.22058;-1.4260732;-0.029874563;0.08866864;0.40724194;0.35409036;0.47043908;-0.6363027;0;0;0;1
0.6873488;-0.7487673;1.1078247;-0.6070475;-0.4553093;0.09875732;-0.43600252;-1.1240473;1;0;0;0
-1.350889;0.85635555;0.37644663;0.98077863;-0.24026883;0.49056146;0.6838745;1.5557073;0;0;0;1
-0.69805545;0.9166641;1.1078247;-0.11235719;-0.07540446;-0.256948;-0.04602183;-1.0123402;0;1;0;0
0.7920012;-0.89721787;-0.51746;0.7552036;0.21131618;0.8673978;0.42827898;1.9051906;1;0;0;0
1.2056302;-1.3704047;1.9204671;-1.104517;-1.0837053;-0.78522325;-1.0657686;-1.2820967;0;0;0;1
0.63253033;-0.7580457;1.0265605;-0.43937156;-0.26177287;0.3919501;-0.27526724;-1.2059444;1;0;0;0
-0.090071455;0.4945075;0.86403203;-0.14431752;0.008222392;0.23082614;0.10153843;-1.3000975;0;1;0;0
0.83685446;-0.9528864;-1.0050454;-0.087344766;0.056009166;-0.6751659;-0.19621709;1.6803724;1;0;0;0
0.69731784;-0.762684;1.1078247;-0.76684916;-0.629731;-0.20412049;-0.6230878;-0.7782663;1;0;0;0
-0.62330264;0.87027395;-0.67998844;-0.8775523;-1.0072465;-1.0044575;-1.0842136;1.5723038;0;1;0;0
0.8916729;-0.82299256;-1.7364235;3.3013766;1.6114686;2.4099615;1.8880715;3.3445508;1;0;0;0
-1.2063679;1.0651147;-1.0050454;0.3346242;-0.13513793;0.041527502;-0.09608692;2.5197065;0;1;0;0
1.2604487;-1.4121566;-0.1111388;-0.41296956;-0.60583764;-0.29392725;-0.5282277;0.6447527;0;0;0;1
0.63253033;-0.7719624;1.9204671;-0.6047315;-0.6918538;-0.50171554;-0.68369293;-0.39527103;1;0;0;0
1.1856959;-0.6467069;-1.0050454;2.482451;1.4609402;-0.4788236;-0.5730228;0.9864485;0;1;0;0
-1.3758078;1.0604764;1.4328817;-0.49032283;-0.46964532;-0.5686304;-0.46235257;0.27031106;0;0;1;0
0.26375452;0.13265945;-0.27366728;-0.737668;-0.6918538;-0.2270124;-0.72585297;-1.1636873;0;1;0;0
-1.0419161;0.5362593;-0.92378116;0.6111505;0.28299633;0.41572246;0.3782139;0.8553365;1;0;0;0
1.5594561;-0.6977371;-0.76125264;-0.34024823;-0.4170799;-0.5853591;-0.46498758;-0.49555194;0;1;0;0
-1.5053753;1.3527392;-0.8425169;0.5333341;0.51715153;0.027440162;0.44935903;0.056982715;1;0;0;0
1.5494909;-0.8740228;-0.27366728;-0.67837924;-0.29044494;-0.7209497;-0.6784229;-1.4612107;0;1;0;0
-1.4505606;0.85635555;-0.51746;-0.48059577;-0.615395;-0.5827177;-0.5993728;0.6948614;0;0;0;1
0.7022986;-0.6930988;1.9204671;-0.6524404;-0.7348619;-0.63378435;-0.72848797;-0.31605485;1;0;0;0
0.6375148;-0.84618765;-1.4113666;-0.15172862;0.1945908;0.4174834;0.3281488;-0.10202431;1;0;0;0
0.72721744;-0.7394889;-0.76125264;0.28413615;0.88749903;1.4520224;0.98163;-0.84892905;1;0;0;0
-1.4655104;1.1115066;-0.3549315;3.1920629;3.343739;3.292181;3.6429846;-0.3798236;0;0;1;0
0.8617733;-0.8183525;-0.3549315;-0.40694806;-0.7468086;-0.6302625;-0.733758;2.1485841;1;0;0;0
1.22058;-1.1662838;-1.7364235;0.096542925;-0.17097801;0.12429062;-0.10662694;0.5082787;1;0;0;0
0.5976462;-0.8276309;1.2703532;-0.59129894;-0.69424313;-0.6637199;-0.6441679;0.47993726;1;0;0;0
-1.4505606;0.963056;0.051389676;-0.14663349;-0.24026883;-0.18651131;-0.146152;0.22441551;0;0;0;1
-0.71300524;0.9908894;-1.2488381;0.66163856;0.4980368;0.7265244;0.7075895;-0.037361935;0;1;0;0
-0.08508692;-0.5678433;-0.1111388;-0.62557524;-0.60583764;-0.8098761;-0.5651177;-0.5548524;0;0;0;1
-1.4405916;0.981611;1.9204671;0.014094537;0.015390408;-0.051801123;0.12261846;-0.13323836;0;0;1;0
-1.1316149;0.7450185;-0.92378116;0.08959503;-0.1279699;0.4236466;0.02248829;0.86133665;1;0;0;0
-0.9272947;1.3434608;1.7579386;-0.49495474;-0.5915016;-0.78434277;-0.63362783;-0.7197319;0;1;0;0
-1.4256418;0.9584159;1.9204671;-0.47179508;-0.45053062;-0.4295179;-0.41228747;0.6443059;0;0;1;0
0.30860773;-0.3961959;0.1326539;0.099785276;0.16352941;-0.29392725;-0.22520214;-0.3401197;0;1;0;0
-1.4455761;1.0140845;-0.76125264;-0.31291983;0.13724668;-0.47706267;0.12788847;-0.4817641;0;0;1;0
0.6275496;-0.6791803;0.6202393;-0.42130703;-0.65123504;-0.5677499;-0.5782928;0.90467906;1;0;0;0
0.15411754;-0.6467069;1.1078247;-0.77981853;-0.79220605;-0.90584606;-0.77328306;0.21554261;0;0;0;1
1.1557963;-1.1198937;-1.8176877;1.64824;1.0929822;1.385988;1.4005957;0.6060703;1;0;0;0
-1.1864334;0.9955295;-1.898952;2.1197708;0.86599493;1.2327882;1.0791252;3.4522998;1;0;0;0
-0.22462349;1.436241;-1.0863096;0.25032306;0.19698015;-0.6144142;-0.5598477;0.42389226;0;1;0;0
1.036194;-0.75340563;-1.9802161;1.5898776;1.515895;1.8526311;1.5824109;0.3244409;0;1;0;0
-1.2910897;0.963056;1.2703532;-0.696907;-0.7085792;-0.7165474;-0.74429804;-1.0510228;0;0;1;0
1.1607808;-1.1477289;-0.76125264;-0.4782798;-0.44097328;-0.34147203;-0.38330242;-0.4788278;1;0;0;0
-1.2263021;0.9073857;0.5389751;-0.6038051;-0.71574724;-0.6962969;-0.77328306;0.1427736;0;0;1;0
-1.0219818;1.6218052;0.051389676;-0.2615054;-0.17097801;-0.13720562;-0.12243697;-0.7746917;0;1;0;0
-0.8774607;1.3620158;-0.27366728;0.76817304;0.17069742;0.18680319;0.3755789;1.6676059;0;1;0;0
0.71226764;-0.4472261;-1.3301023;-0.28605464;0.1874228;-0.3097755;0.2016686;-1.5422143;0;1;0;0
-0.1249556;0.52698094;0.37644663;-0.43149728;-0.66796046;-0.7878646;-0.6520729;-0.46095476;0;1;0;0
-1.0867655;1.9558197;-1.0050454;0.122944936;0.056009166;-0.19355498;-0.12770697;-0.609557;0;1;0;0
-1.166503;0.6151247;-0.43619573;1.4235913;1.0236913;0.681621;1.0079801;0.7660346;0;0;0;1
-0.42894763;-0.3219706;-0.029874563;-0.5412741;-0.6345097;-0.37140763;-0.5782928;0.21911721;1;0;0;0
-0.6282872;0.65223646;-1.0050454;0.52545977;0.5386556;0.45710403;0.6127293;-0.7081782;0;1;0;0
0.87173855;-0.8786611;0.29518238;-0.13598004;-0.5604402;-0.40134323;-0.46762258;2.1621804;1;0;0;0
0.59266543;-0.84618765;-0.19240303;0.12387132;0.07512388;-0.23405607;0.10680843;1.5121734;1;0;0;0
0.5876809;-0.68845874;1.1078247;-0.29856086;-0.3501784;-0.38549498;-0.21993214;-0.47014666;1;0;0;0
-1.1714836;0.76821357;0.86403203;-0.8178004;-0.6727391;-0.6329039;-0.5941028;-0.091683395;1;0;0;0
0.91160727;-1.0224733;-1.573895;1.83537;1.8647385;0.2616422;1.0712202;0.77924794;1;0;0;0
1.1209121;-0.5168131;-0.8425169;-1.075799;-1.1386602;-1.0872205;-1.1527237;-1.8158007;0;1;0;0
-1.0468969;1.0790331;-0.51746;-0.7205298;-0.8137101;-0.78874505;-0.87868327;0.45051035;0;1;0;0
0.94150686;-0.98072153;-1.898952;-0.15728693;-0.25938353;-0.35820076;-0.2515522;1.5292807;1;0;0;0
-1.0468969;1.7192255;0.051389676;-0.0011908372;-0.08018313;-0.16009754;0.011948273;-1.0691513;0;1;0;0
-1.1216497;0.7450185;-1.0050454;-0.26474774;-0.5126534;-0.2270124;-0.34904736;1.7154162;1;0;0;0
-0.6880864;0.89346904;0.051389676;-0.40509528;-0.23071148;-0.3168192;-0.29371226;-1.1338775;0;1;0;0
0.17903642;-0.651347;-1.4926308;0.2540286;0.58644235;0.14013888;0.40983397;0.3674004;0;0;0;1
-1.3857731;1.0651147;0.051389676;-0.32542604;-0.02761769;-0.057964332;-0.143517;-1.1453035;0;0;1;0
-0.33426046;1.0651147;0.45771086;-0.3958314;-0.33584237;-0.4295179;-0.35695237;-1.3048848;0;1;0;0
0.94150686;-0.7394889;0.29518238;-0.382862;-0.5293788;-0.31329736;-0.5150527;0.23507541;0;1;0;0
0.10428359;0.2532749;-0.27366728;-0.66309386;-0.6607924;-0.544858;-0.63362783;-1.4555935;0;1;0;0
0.6424994;-0.84618765;-0.1111388;-0.12764257;-0.00611364;0.24139164;0.12788847;0.12387923;1;0;0;0
1.3252324;-0.9064962;-0.76125264;1.947926;1.501559;1.1271331;1.4691057;-0.32562965;0;1;0;0
-0.9870977;2.234164;-1.1675738;-0.087344766;-0.02761769;-0.54397756;-0.44390753;-0.5639804;0;1;0;0
1.1109469;-0.71165377;0.051389676;-0.51301926;-0.5962803;-0.38021222;-0.5730228;-0.9857221;0;1;0;0
0.69731784;-0.36836252;-1.573895;-0.50699776;-0.5795549;-0.5827177;-0.5782928;-0.4154421;0;1;0;0
-1.410692;0.9073857;0.29518238;0.4559808;0.92094976;0.72740483;1.0896652;-0.3596525;0;0;0;1
-0.73792416;0.9073857;0.7015036;-0.7219194;-0.8113208;-0.7640922;-0.7917281;-0.16387805;0;1;0;0
1.1009778;-1.1523671;0.86403203;-0.48893324;-0.5843336;-0.5193247;-0.49924263;-0.49784985;0;0;0;1
0.089333795;0.45275566;0.7827678;-0.76545954;-0.8256568;-0.74384165;-0.81807816;-0.83456665;0;1;0;0
-0.54854983;-0.17352006;1.2703532;-0.16932996;-0.29761297;-0.34059158;-0.15932703;-0.3740147;0;0;0;1
-1.2312866;0.7867703;-0.19240303;0.3225812;-0.18053536;-0.16009754;-0.067101866;2.0465157;1;0;0;0
-1.5053753;1.4455194;-1.0863096;-0.8511503;-0.93317705;-0.9304989;-0.9340184;-0.1878152;0;1;0;0
0.6175805;-0.762684;1.4328817;-0.4972707;-0.34539974;-0.43127882;-0.34641236;-0.9391882;1;0;0;0
-0.7429049;0.48986918;-0.43619573;-1.0220686;-1.1123774;-1.1065906;-1.1738038;-0.9294218;0;1;0;0
-0.22462349;0.52698094;-0.27366728;-0.61677456;-0.6703498;-0.32826516;-0.6652479;-0.9622318;0;1;0;0
0.5228971;-0.65598524;-1.4113666;2.4305732;2.6962283;1.8825667;2.6416829;0.6340289;1;0;0;0
-0.68310565;0.89346904;-1.0050454;0.6310678;0.6891839;1.0558159;0.7075895;-0.8643126;0;1;0;0
-1.360858;2.619209;0.051389676;0.6750712;0.6007784;0.24403302;0.5389492;-0.7766067;0;1;0;0
1.0660937;-0.7673241;0.45771086;-0.23186103;-0.26177287;-0.24021928;-0.3174273;-0.3691635;0;1;0;0
0.6175805;-0.85546607;-0.19240303;1.384683;0.95201117;1.2336687;1.1634454;1.8619121;1;0;0;0
1.2405144;-1.170924;-1.4113666;-0.54266363;-0.5819442;-0.4418443;-0.5361327;0.3615917;1;0;0;0
-0.8176577;1.389851;-1.0863096;2.0095308;1.1551049;1.238071;1.2978306;1.1615413;0;1;0;0
-0.17977408;1.4176861;-1.0863096;-0.25038874;-0.16858867;-0.748244;-0.7943631;-0.9112296;0;1;0;0
-0.9123449;0.55481607;0.6202393;-0.62325925;-0.6345097;-0.45152938;-0.6388979;-1.1034932;0;1;0;0
-1.1565338;0.7357401;-0.43619573;0.04790764;-0.20681809;-0.21380553;-0.146152;1.5382811;1;0;0;0
-2.2728302;2.3733363;0.45771086;-0.2128701;-0.2761089;-0.2270124;-0.3042523;-0.9952332;0;0;0;1
1.1557963;-1.3332912;-0.1111388;-0.8122421;-0.56282955;-0.8521381;-0.5255927;-0.3777809;0;0;0;1
-0.16482428;0.24863657;1.189089;-1.1184129;-1.1888362;-1.1594182;-1.2054238;-1.1453035;0;1;0;0
0.562762;-0.762684;0.7015036;-0.46762636;-0.5437148;-0.56334764;-0.46498758;1.6526688;1;0;0;0
0.73718655;-0.7905191;-0.67998844;-0.31986773;-0.15186329;-0.013941398;-0.0855469;-0.5773853;1;0;0;0
0.732202;-0.84154934;-0.029874563;0.10349082;-0.15664198;-0.062366627;-0.07500688;1.0179178;1;0;0;0
1.2405144;-1.4121566;-0.029874563;-0.061869137;-0.07062578;-0.06148617;0.06464837;-0.37797236;0;0;0;1
0.36840692;-0.70701545;-1.0050454;-0.29902405;-0.53415745;-0.661959;-0.47025758;1.7431836;0;0;0;1
-1.4156765;0.96769434;1.9204671;-0.42779174;-0.35734642;-0.17858718;-0.3701274;-0.69470954;0;0;1;0
-0.70304;0.8841907;-0.1111388;-0.77657616;-0.85910755;-0.85742086;-0.8681432;-0.6566015;0;1;0;0
0.5677466;-0.75340563;1.9204671;-0.081786446;-0.24026883;-0.4057455;-0.22520214;1.397594;1;0;0;0
0.9614412;-0.73021054;0.45771086;0.109975524;0.29494303;0.35144898;0.35186386;-0.39527103;0;1;0;0
-0.63326794;-0.14568669;-0.1111388;0.12109216;0.41918865;-0.4339202;0.09363341;-0.66943175;0;0;0;1
-0.7429049;0.9584159;-1.898952;-0.16006608;-0.2761089;-0.15569526;-0.2647272;0.8006959;0;1;0;0
-0.85254186;1.3944893;-0.43619573;-0.40509528;-0.64884573;-0.5193247;-0.6309928;1.1556686;0;1;0;0
1.2604487;-1.4121566;0.051389676;0.4717294;0.17069742;0.50817066;0.2517337;0.8470382;0;0;0;1
-1.360858;1.2274837;0.45771086;-0.37267175;-0.33584237;-0.22965378;-0.23837717;-0.1367492;0;0;1;0
-0.8924105;1.2785121;-1.8176877;0.30220068;-0.16858867;-0.22437103;-0.40174747;0.9650645;0;1;0;0
